animal_id,date,daily_km,mean_km,std_km,zscore,flag_hard_cap,flag_3sigma,is_outlier
52226.0,2018-11-15,49.18022834981316,3.8738835117297183,10.159662863571084,4.459433885403402,False,True,True
178882.0,2019-08-23,45.32019302603821,4.297050428384998,6.708516818964321,6.115083811325449,False,True,True
52226.0,2018-11-12,42.119901571768075,3.8738835117297183,10.159662863571084,3.764496772543004,False,True,True
52226.0,2018-11-06,38.985941375718646,3.8738835117297183,10.159662863571084,3.4560258874227223,False,True,True
52226.0,2019-01-01,38.01776356289622,3.8738835117297183,10.159662863571084,3.360729633420637,False,True,True
52226.0,2018-11-13,36.76337090294574,3.8738835117297183,10.159662863571084,3.2372616919352666,False,True,True
64793.0,2019-01-22,30.391044591070912,3.788900517180282,4.893810082105236,5.435875856965588,False,True,True
64793.0,2019-05-12,30.167206730496506,3.788900517180282,4.893810082105236,5.390136881235227,False,True,True
178882.0,2019-10-19,29.13507957648173,4.297050428384998,6.708516818964321,3.702462081913852,False,True,True
52232.0,2019-01-27,29.10067010055335,4.111338505097354,3.6100595771534367,6.92213828093117,False,True,True
64793.0,2018-11-24,24.402108445894047,3.788900517180282,4.893810082105236,4.212098055069253,False,True,True
52232.0,2018-06-30,20.92684391997638,4.111338505097354,3.6100595771534367,4.657957868977387,False,True,True
52234.0,2018-07-14,20.882140934201818,2.6946252889022344,4.735190551816147,3.840925818354638,False,True,True
52224.0,2018-06-30,20.78936647754813,2.570120957542774,2.027352168877696,8.986719623602044,False,True,True
52232.0,2019-01-26,17.64225091376904,4.111338505097354,3.6100595771534367,3.7481133259692427,False,True,True
52232.0,2019-01-25,16.897703343289784,4.111338505097354,3.6100595771534367,3.541870865265495,False,True,True
52224.0,2019-01-21,11.847280319864025,2.570120957542774,2.027352168877696,4.575997946847543,False,True,True
52224.0,2018-12-10,9.787992128602113,2.570120957542774,2.027352168877696,3.5602453692369673,False,True,True
